*Interval,Energy Price
1646,1800.19
1647,1816.43
1648,1800.06
1649,1816.55
1650,1979.41
1651,1999.04
1652,1999.26
1653,2246.09
1654,2406.92
1655,2561.96
1656,2808.06
1657,3049.25
1658,3415.9
1659,3770.29
1660,4200.57
1661,4200.91
1662,4572.42
1663,4572.08
1664,4500.89
1665,4500.61
1666,4500.37
1667,4700.08
1668,4700.07
1669,4700.08
1670,4700.22
1671,5300.3
1672,6100.74
1673,5300.01
1674,5300.1
1675,5300.36
1676,5270.85
1677,5270.77
1678,5270.77
1679,4700.64
1680,4319.95
1681,4319.39
1682,3700.73
1683,3588.17
1684,3472.02
1685,3246.23
1686,3024.24
1687,3000.29
1688,2845.53
1689,2761.92
1690,2762
1691,2761.58
1692,2845.09
1693,2999.34
1694,3020.44
1695,3024.67
1696,3139.08
1697,3219.56
1698,3249.95
1699,3500.51
1700,3900.19
1701,4319.91
1702,4500.63
1703,4500.57
1704,4700.04
1705,5509.56
1706,6500.71
1707,7500.79
1708,7139.93
1709,6570.13
1710,5971.1
1711,5180
1712,5000.98
1713,4492.66
1714,4102.14
1715,3800.41
1716,3728.31
1717,3500.93
1718,3509.59
1719,3509.14
1720,3414.78
1721,3139.33
1722,3024.81
1723,2939.7
1724,2761.91
1725,2561.9
1726,2514.47
1727,2406.97
1728,2402.17
1729,2202.86
1730,2202.79
1731,2202.8
1732,2200.73
1733,2059.47
1734,2000.87
1735,1999.7
1736,1999.03
1737,1999.1
1738,1999.07
1739,1989.7
1740,1989.7
1741,1989.55
1742,1989.25
1743,1989.98
1744,1989.54
1745,1989.27
1746,1999.47
1747,1999.55
1748,2000.59
1749,2514.91
1750,2562
1751,2845.77
1752,3049.29
1753,3415.19
1754,3659.67
1755,4989.12
1756,5300.78
1757,5300.18
1758,5600.39
1759,5600.74
1760,5600.6
1761,5600.42
1762,5600.13
1763,5800.17
1764,5800.05
1765,5000.4
1766,5450.94
1767,5870.05
1768,6100.04
1769,5645.15
1770,5645.91
1771,6048.44
1772,5646
1773,4999.91
1774,4399.87
1775,5000.64
1776,4319.58
1777,4319.12
1778,4319.45
1779,3700.84
1780,3596.11
1781,3419.07
1782,3339.94
1783,3302.29
1784,3250.38
1785,3119.49
1786,3100
1787,3159.57
1788,3200.31
1789,3400.64
1790,3414.13
1791,3415.96
1792,3472.6
1793,3500.47
1794,3989.89
1795,4500.73
1796,5000.05
1797,5300.85
1798,5645.5
1799,5838.57
1800,6043.54
1801,6600.9
1802,7500.85
1803,8761.64
1804,8392.96
1805,7847.08
1806,7170.11
1807,6100.31
1808,5999.35
1809,5370.29
1810,4934.42
1811,4312.93
1812,4000.45
1813,3893.93
1814,3659.14
1815,3499.1
1816,3359.24
1817,3025
1818,3024.75
1819,3024.03
1820,2761.79
1821,2571.95
1822,2500.44
1823,2469.8
1824,2319.04
1825,2149.79
1826,2142
1827,2141.17
1828,2100.48
1829,2010.79
1830,1999.91
1831,1999.78
1832,1999.37
1833,1999.44
1834,1999.38
