Interval,In Pwr 1 (MW),Out Pwr Sold1 (MW),Out Pwr Load1 (MW),Storage Lvl 1 (Binary),Cool Down Period 1 (MW-h),H2 Out 1 (kg),Non-Ren In 1 (MW),Ren In 1 (MW),Ren Sold 1 (MW),Curtailment (MW), Elec Purchase ($/MWh)
    21551.00,      500.00,        0.00,        0.00,      230.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1989.49,     1832.51
    21552.00,        0.00,        0.00,        0.00,      230.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1989.80,     2750.11
    21553.00,      500.00,        0.00,        0.00,      345.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1989.49,     1832.17
    21554.00,      347.83,        0.00,        0.00,      425.00,        0.00,        0.00,      347.83,        0.00,        0.00,        0.00,     1989.50,     1832.60
    21555.00,      500.00,        0.00,        0.00,      540.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1920.49,     2810.66
    21556.00,      500.00,        0.00,        0.00,      655.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1840.72,     3179.61
    21557.00,      500.00,        0.00,        0.00,      770.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1840.70,     1591.17
    21558.00,      500.00,        0.00,        0.00,      885.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1989.22,     1799.08
    21559.00,      500.00,        0.00,        0.00,     1000.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1989.29,     2790.55
    21560.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1999.19,     2810.95
    21561.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1999.06,     3860.24
    21562.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1999.99,     3860.40
    21563.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2060.64,     3200.11
    21564.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2500.48,     3000.25
    21565.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2400.18,     3029.59
    21566.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2550.80,     3500.47
    21567.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2899.84,     3000.20
    21568.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3106.10,     2901.06
    21569.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2770.91,     2790.12
    21570.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.58,     3000.96
    21571.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3250.13,     2800.38
    21572.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3200.44,     2830.19
    21573.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3190.33,     2818.49
    21574.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.42,     3000.78
    21575.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.21,     2901.80
    21576.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.92,     2405.78
    21577.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4112.61,     2508.15
    21578.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4444.26,     3800.05
    21579.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5338.78,     4900.80
    21580.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5650.45,     6000.35
    21581.00,        0.00,      500.00,        0.00,      864.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     7000.04,     6099.07
    21582.00,        0.00,      500.00,        0.00,      728.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6529.13,     6099.16
    21583.00,        0.00,      500.00,        0.00,      592.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6529.03,     8000.09
    21584.00,        0.00,      180.00,        0.00,      543.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.81,     8000.65
    21585.00,        0.00,        0.00,        0.00,      543.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.41,     7999.62
    21586.00,        0.00,        0.00,        0.00,      543.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5989.51,     9250.24
    21587.00,        0.00,        0.00,        0.00,      543.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5969.73,     7500.93
    21588.00,        0.00,      500.00,        0.00,      407.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6529.01,     9869.31
    21589.00,        0.00,        0.00,        0.00,      407.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5977.89,     9869.27
    21590.00,        0.00,        0.00,        0.00,      407.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5977.97,     9869.58
    21591.00,        0.00,        0.00,        0.00,      407.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5977.90,     6500.46
    21592.00,        0.00,      500.00,        0.00,      271.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6529.52,     6500.81
    21593.00,        0.00,      500.00,        0.00,      135.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6529.16,     7750.56
    21594.00,        0.00,      500.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6529.11,     7750.44
    21595.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6327.89,     8650.34
    21596.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5999.99,     8650.17
    21597.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6009.17,     8542.42
    21598.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5000.92,     6099.97
    21599.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3998.59,     7100.21
    21600.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.27,     6500.40
    21601.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4500.44,     4499.47
    21602.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4500.80,     4499.52
    21603.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4500.61,     3550.97
    21604.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4500.33,     3200.50
    21605.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4096.12,     2409.98
    21606.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3890.21,     2490.55
    21607.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3450.50,     3550.23
    21608.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3248.98,     3940.44
    21609.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3199.76,     3550.12
    21610.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3197.31,     3029.19
    21611.00,      500.00,        0.00,        0.00,      115.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3196.15,     2749.52
    21612.00,      500.00,        0.00,        0.00,      230.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3195.49,     2749.78
    21613.00,      500.00,        0.00,        0.00,      345.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3194.58,     2399.98
    21614.00,      500.00,        0.00,        0.00,      460.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3194.31,     2600.21
